file,course_number,course_name,instructor,year,term,num_respondents,The instructor's teaching effectiveness is:,The intellectual challenge of this course is:,The teaching assistant for this course is:,Feedback on my work for this course is useful:,"Compared to other Hopkins courses at this level, the workload for this course is:"
EN_601_177_13_IN20 Should Susan Smoke_ An Introduction to Causal Inference Bhattacharya_ Rohit 2020 Intersession Computer Science 7 of 9  responded _77_78__ Download PDF.pdf,EN.601.177,Should Susan Smoke: An Introduction to Causal Inference,Rohit Bhattacharya,2020,Intersession,7,"[(1, 0), (2, 0), (3, 0), (4, 4), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 4), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 7)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 4), (0, 3)]","[(1, 3), (2, 2), (3, 2), (4, 0), (5, 0), (0, 0)]"
EN_601_742_01_SP20 Advanced Topics in Cryptography Jain_ Abhishek 2020 Spring Computer Science 8 of 13  responded _61_54__ Download PDF.pdf,EN.601.742,Advanced Topics in Cryptography,Abhishek Jain,2020,Spring,8,"[(1, 0), (2, 0), (3, 0), (4, 2), (5, 5), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 1), (0, 7)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 2), (0, 2)]","[(1, 1), (2, 3), (3, 1), (4, 1), (5, 1), (0, 1)]"
EN_601_717_01_SP20 Advanced Distributed Systems _ Networks Amir_ Yair 2020 Spring Computer Science 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.717,Advanced Distributed Systems & Networks,Yair Amir,2020,Spring,7,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 7)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 2), (5, 2), (0, 1)]"
EN_601_767_01_SP20 Deep Learning for Automated Discourse Sedoc_ Joao 2020 Spring Computer Science 16 of 17  responded _94_12__ Download PDF.pdf,EN.601.767,Deep Learning for Automated Discourse,Joao Sedoc,2020,Spring,16,"[(1, 0), (2, 0), (3, 0), (4, 3), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 2), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 1), (0, 12)]","[(1, 0), (2, 0), (3, 2), (4, 7), (5, 6), (0, 0)]","[(1, 0), (2, 2), (3, 5), (4, 4), (5, 4), (0, 0)]"
EN_601_463_01_SP20 Algorithms for Sensor-Based Robotics Leonard_ Simon 2020 Spring Computer Science 54 of 57  responded _94_74__ Download PDF.pdf,EN.601.463,Algorithms for Sensor-Based Robotics,Simon Leonard,2020,Spring,54,"[(1, 1), (2, 1), (3, 10), (4, 21), (5, 19), (0, 0)]","[(1, 0), (2, 1), (3, 5), (4, 25), (5, 21), (0, 0)]","[(1, 3), (2, 2), (3, 8), (4, 13), (5, 6), (0, 19)]","[(1, 1), (2, 5), (3, 8), (4, 20), (5, 15), (0, 2)]","[(1, 0), (2, 0), (3, 30), (4, 17), (5, 4), (0, 0)]"
EN_601_621_01_SP20 Obj Orient Software Eng Madooei_ Ali 2020 Spring Computer Science 11 of 12  responded _91_67__ Download PDF.pdf,EN.601.621,Obj Orient Software Eng,Ali Madooei,2020,Spring,11,"[(1, 0), (2, 1), (3, 0), (4, 3), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 1), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 3), (5, 2), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 2), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 3), (5, 3), (0, 0)]"
EN_601_491_01_SP20 Human-Robot Interaction Huang_ Chien-ming 2020 Spring Computer Science 26 of 26  responded _100_00__ Download PDF.pdf,EN.601.491,Human-Robot Interaction,Chien-ming Huang,2020,Spring,26,"[(1, 0), (2, 2), (3, 0), (4, 3), (5, 21), (0, 0)]","[(1, 0), (2, 2), (3, 2), (4, 10), (5, 12), (0, 0)]","[(1, 0), (2, 2), (3, 3), (4, 4), (5, 8), (0, 9)]","[(1, 1), (2, 0), (3, 5), (4, 11), (5, 9), (0, 0)]","[(1, 1), (2, 4), (3, 16), (4, 4), (5, 1), (0, 0)]"
EN_601_482_01_SP20 Machine Learning_ Deep Learning Moreira_ Silvio Amir 2020 Spring Computer Science 66 of 67  responded _98_51__ Download PDF.pdf,EN.601.482,Machine Learning: Deep Learning,Silvio Amir Moreira,2020,Spring,66,"[(1, 7), (2, 13), (3, 22), (4, 13), (5, 10), (0, 0)]","[(1, 2), (2, 4), (3, 18), (4, 26), (5, 15), (0, 0)]","[(1, 0), (2, 7), (3, 10), (4, 21), (5, 16), (0, 9)]","[(1, 5), (2, 12), (3, 14), (4, 20), (5, 12), (0, 2)]","[(1, 2), (2, 7), (3, 35), (4, 18), (5, 3), (0, 1)]"
EN_601_464_01_SP20 Artificial Intelligence Koehn_ Philipp 2020 Spring Computer Science 112 of 119  responded _94_12__ Download PDF.pdf,EN.601.464,Artificial Intelligence,Philipp Koehn,2020,Spring,112,"[(1, 1), (2, 4), (3, 23), (4, 38), (5, 40), (0, 0)]","[(1, 2), (2, 7), (3, 31), (4, 37), (5, 29), (0, 0)]","[(1, 0), (2, 1), (3, 13), (4, 22), (5, 35), (0, 35)]","[(1, 1), (2, 7), (3, 35), (4, 29), (5, 30), (0, 4)]","[(1, 18), (2, 37), (3, 44), (4, 7), (5, 0), (0, 0)]"
EN_601_466_01_SP20 Information Retrieval and Web Agents Moreira_ Silvio Amir 2020 Spring Computer Science 43 of 43  responded _100_00__ Download PDF.pdf,EN.601.466,Information Retrieval and Web Agents,Silvio Amir Moreira,2020,Spring,43,"[(1, 8), (2, 8), (3, 12), (4, 5), (5, 7), (0, 0)]","[(1, 1), (2, 5), (3, 14), (4, 15), (5, 5), (0, 0)]","[(1, 0), (2, 3), (3, 8), (4, 10), (5, 13), (0, 5)]","[(1, 10), (2, 5), (3, 11), (4, 7), (5, 6), (0, 0)]","[(1, 0), (2, 4), (3, 23), (4, 12), (5, 0), (0, 0)]"
EN_601_459_01_SP20 Computational Geometry Kazhdan_ Michael 2020 Spring Computer Science 22 of 22  responded _100_00__ Download PDF.pdf,EN.601.459,Computational Geometry,Michael Kazhdan,2020,Spring,22,"[(1, 0), (2, 1), (3, 0), (4, 4), (5, 16), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 15), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 5), (5, 8), (0, 4)]","[(1, 1), (2, 1), (3, 2), (4, 7), (5, 7), (0, 2)]","[(1, 0), (2, 2), (3, 9), (4, 8), (5, 1), (0, 0)]"
EN_601_749_01_SP20 Computational Genomics_ Applied Comparative Genomics Schatz_ Michael 2020 Spring Computer Science 15 of 19  responded _78_95__ Download PDF.pdf,EN.601.749,Computational Genomics: Applied Comparative Genomics,Michael Schatz,2020,Spring,15,"[(1, 0), (2, 0), (3, 0), (4, 4), (5, 11), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 12), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 12), (0, 0)]","[(1, 0), (2, 1), (3, 10), (4, 1), (5, 2), (0, 1)]"
EN_601_718_01_SP20 Advanced Operating Systems Huang_ Peng 2020 Spring Computer Science 8 of 9  responded _88_89__ Download PDF.pdf,EN.601.718,Advanced Operating Systems,Peng Huang,2020,Spring,8,"[(1, 0), (2, 0), (3, 0), (4, 1), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 8)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 2), (0, 1)]","[(1, 0), (2, 1), (3, 2), (4, 4), (5, 1), (0, 0)]"
EN_601_454_01_SP20 Augmented Reality Navab_ Nassir 2020 Spring Computer Science 21 of 22  responded _95_45__ Download PDF.pdf,EN.601.454,Augmented Reality,Nassir Navab,2020,Spring,21,"[(1, 0), (2, 4), (3, 4), (4, 8), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 8), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 6), (5, 11), (0, 0)]","[(1, 1), (2, 3), (3, 1), (4, 9), (5, 4), (0, 1)]","[(1, 0), (2, 1), (3, 10), (4, 6), (5, 2), (0, 0)]"
EN_601_621_02_SP20 Obj Orient Software Eng Madooei_ Ali 2020 Spring Computer Science 10 of 12  responded _83_33__ Download PDF.pdf,EN.601.621,Obj Orient Software Eng,Ali Madooei,2020,Spring,10,"[(1, 0), (2, 0), (3, 1), (4, 2), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 1), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 3), (5, 4), (0, 0)]","[(1, 1), (2, 1), (3, 1), (4, 2), (5, 4), (0, 0)]"
EN_601_496_01_SP20 Computer Integrated Surgery II - Teams Taylor_ Russell 2020 Spring Computer Science 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.496,Computer Integrated Surgery II - Teams,Russell Taylor,2020,Spring,7,"[(1, 0), (2, 0), (3, 1), (4, 1), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 1), (0, 0)]"
EN_601_433_01_SP20 Intro Algorithms Braverman_ Vladimir 2020 Spring Computer Science 94 of 97  responded _96_91__ Download PDF.pdf,EN.601.433,Intro Algorithms,Vladimir Braverman,2020,Spring,94,"[(1, 3), (2, 9), (3, 25), (4, 36), (5, 18), (0, 0)]","[(1, 0), (2, 2), (3, 9), (4, 26), (5, 53), (0, 0)]","[(1, 2), (2, 6), (3, 9), (4, 22), (5, 25), (0, 26)]","[(1, 6), (2, 9), (3, 12), (4, 38), (5, 25), (0, 0)]","[(1, 0), (2, 0), (3, 19), (4, 45), (5, 25), (0, 1)]"
EN_601_461_01_SP20 Computer Vision Shen_ Wei 2020 Spring Computer Science 45 of 47  responded _95_74__ Download PDF.pdf,EN.601.461,Computer Vision,Wei Shen,2020,Spring,45,"[(1, 2), (2, 5), (3, 12), (4, 15), (5, 9), (0, 0)]","[(1, 0), (2, 1), (3, 4), (4, 17), (5, 21), (0, 0)]","[(1, 0), (2, 3), (3, 4), (4, 14), (5, 15), (0, 5)]","[(1, 1), (2, 3), (3, 4), (4, 22), (5, 10), (0, 2)]","[(1, 0), (2, 1), (3, 17), (4, 18), (5, 5), (0, 1)]"
EN_601_464_02_SP20 Artificial Intelligence Poliak_ Adam 2020 Spring Computer Science 23 of 23  responded _100_00__ Download PDF.pdf,EN.601.464,Artificial Intelligence,Adam Poliak,2020,Spring,23,"[(1, 1), (2, 0), (3, 2), (4, 7), (5, 12), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 8), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 2), (5, 9), (0, 10)]","[(1, 1), (2, 2), (3, 0), (4, 12), (5, 5), (0, 2)]","[(1, 1), (2, 0), (3, 12), (4, 10), (5, 0), (0, 0)]"
EN_601_421_02_SP20 Object Oriented Software Engineering Madooei_ Ali 2020 Spring Computer Science 18 of 20  responded _90_00__ Download PDF.pdf,EN.601.421,Object Oriented Software Engineering,Ali Madooei,2020,Spring,18,"[(1, 0), (2, 0), (3, 3), (4, 3), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 4), (5, 7), (0, 0)]","[(1, 2), (2, 1), (3, 2), (4, 4), (5, 6), (0, 1)]","[(1, 0), (2, 2), (3, 2), (4, 6), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 8), (5, 2), (0, 0)]"
EN_601_445_01_SP20 Practical Cryptographic Systems Green_ Matthew 2020 Spring Computer Science 38 of 42  responded _90_48__ Download PDF.pdf,EN.601.445,Practical Cryptographic Systems,Matthew Green,2020,Spring,38,"[(1, 0), (2, 1), (3, 2), (4, 5), (5, 30), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 9), (5, 27), (0, 0)]","[(1, 0), (2, 3), (3, 5), (4, 12), (5, 14), (0, 4)]","[(1, 2), (2, 5), (3, 6), (4, 11), (5, 10), (0, 4)]","[(1, 0), (2, 3), (3, 14), (4, 18), (5, 3), (0, 0)]"
EN_601_411_01_SP20 Computer Science Innovation _ Entrepreneurship II Aronhime_ Lawrence 2020 Spring Computer Science 18 of 19  responded _94_74__ Download PDF.pdf,EN.601.411,Computer Science Innovation & Entrepreneurship II,Lawrence Aronhime,2020,Spring,18,"[(1, 0), (2, 0), (3, 0), (4, 3), (5, 15), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 4), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 2), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 5), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 12), (4, 3), (5, 0), (0, 1)]"
EN_601_420_01_SP20 Parallel Programming Burns_ Randal 2020 Spring Computer Science 34 of 37  responded _91_89__ Download PDF.pdf,EN.601.420,Parallel Programming,Randal Burns,2020,Spring,34,"[(1, 0), (2, 1), (3, 8), (4, 13), (5, 12), (0, 0)]","[(1, 0), (2, 4), (3, 6), (4, 15), (5, 8), (0, 0)]","[(1, 1), (2, 1), (3, 5), (4, 5), (5, 10), (0, 12)]","[(1, 5), (2, 4), (3, 7), (4, 13), (5, 5), (0, 0)]","[(1, 4), (2, 11), (3, 16), (4, 3), (5, 0), (0, 0)]"
EN_601_411_01_SP20 Computer Science Innovation _ Entrepreneurship II Dahbura_ Anton 2020 Spring Computer Science 18 of 19  responded _94_74__ Download PDF.pdf,EN.601.411,Computer Science Innovation & Entrepreneurship II,Anton Dahbura,2020,Spring,18,"[(1, 0), (2, 0), (3, 1), (4, 7), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 4), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 2), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 5), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 12), (4, 3), (5, 0), (0, 1)]"
EN_601_315_01_SP20 Databases More_ Sara 2020 Spring Computer Science 80 of 82  responded _97_56__ Download PDF.pdf,EN.601.315,Databases,Sara More,2020,Spring,80,"[(1, 1), (2, 2), (3, 12), (4, 26), (5, 38), (0, 0)]","[(1, 1), (2, 2), (3, 23), (4, 38), (5, 15), (0, 0)]","[(1, 1), (2, 4), (3, 13), (4, 14), (5, 18), (0, 29)]","[(1, 9), (2, 11), (3, 19), (4, 28), (5, 11), (0, 1)]","[(1, 0), (2, 15), (3, 56), (4, 6), (5, 2), (0, 0)]"
EN_601_783_01_SP20 Vision as Bayesian Inference Yuille_ Alan 2020 Spring Computer Science 40 of 45  responded _88_89__ Download PDF.pdf,EN.601.783,Vision as Bayesian Inference,Alan Yuille,2020,Spring,40,"[(1, 0), (2, 1), (3, 6), (4, 16), (5, 16), (0, 1)]","[(1, 0), (2, 0), (3, 4), (4, 11), (5, 24), (0, 1)]","[(1, 0), (2, 0), (3, 5), (4, 13), (5, 15), (0, 7)]","[(1, 0), (2, 0), (3, 9), (4, 17), (5, 11), (0, 3)]","[(1, 0), (2, 9), (3, 27), (4, 2), (5, 0), (0, 2)]"
EN_601_226_01_SP20 Data Structures Madooei_ Ali 2020 Spring Computer Science 69 of 74  responded _93_24__ Download PDF.pdf,EN.601.226,Data Structures,Ali Madooei,2020,Spring,69,"[(1, 1), (2, 0), (3, 2), (4, 11), (5, 52), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 21), (5, 39), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 12), (5, 21), (0, 28)]","[(1, 0), (2, 5), (3, 11), (4, 30), (5, 20), (0, 0)]","[(1, 0), (2, 0), (3, 23), (4, 36), (5, 7), (0, 0)]"
EN_601_486_01_SP20 Machine Learning_ Artificial Intelligence System Design _ Development Unberath_ Mathias 2020 Spring Computer Science 24 of 26  responded _92_31__ Download PDF.pdf,EN.601.486,Machine Learning: Artificial Intelligence System Design & Development,Mathias Unberath,2020,Spring,24,"[(1, 0), (2, 1), (3, 1), (4, 7), (5, 15), (0, 0)]","[(1, 0), (2, 3), (3, 4), (4, 7), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 8), (5, 13), (0, 1)]","[(1, 0), (2, 0), (3, 2), (4, 7), (5, 14), (0, 1)]","[(1, 0), (2, 2), (3, 12), (4, 9), (5, 0), (0, 1)]"
EN_601_446_01_SP20 Sketching and Indexing for Sequences Langmead_ Benjamin 2020 Spring Computer Science 27 of 28  responded _96_43__ Download PDF.pdf,EN.601.446,Sketching and Indexing for Sequences,Benjamin Langmead,2020,Spring,27,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 27), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 9), (5, 18), (0, 0)]","[(1, 0), (2, 2), (3, 3), (4, 6), (5, 12), (0, 4)]","[(1, 0), (2, 2), (3, 1), (4, 9), (5, 15), (0, 0)]","[(1, 0), (2, 5), (3, 18), (4, 2), (5, 1), (0, 1)]"
EN_601_231_01_SP20 Automata _ Computation Theory Li_ Xin 2020 Spring Computer Science 70 of 73  responded _95_89__ Download PDF.pdf,EN.601.231,Automata & Computation Theory,Xin Li,2020,Spring,70,"[(1, 1), (2, 6), (3, 23), (4, 23), (5, 11), (0, 1)]","[(1, 0), (2, 0), (3, 9), (4, 29), (5, 27), (0, 1)]","[(1, 0), (2, 3), (3, 14), (4, 16), (5, 13), (0, 19)]","[(1, 0), (2, 4), (3, 10), (4, 33), (5, 17), (0, 2)]","[(1, 0), (2, 2), (3, 34), (4, 20), (5, 8), (0, 2)]"
EN_601_426_01_SP20 Principles of Programming Languages Smith_ Scott 2020 Spring Computer Science 35 of 37  responded _94_59__ Download PDF.pdf,EN.601.426,Principles of Programming Languages,Scott Smith,2020,Spring,35,"[(1, 0), (2, 1), (3, 0), (4, 6), (5, 26), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 11), (5, 21), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 7), (5, 16), (0, 9)]","[(1, 1), (2, 0), (3, 1), (4, 14), (5, 17), (0, 0)]","[(1, 0), (2, 1), (3, 21), (4, 10), (5, 1), (0, 0)]"
EN_601_220_03_SP20 Intermediate Programming Darvish Darab_ Mohammad 2020 Spring Computer Science 31 of 33  responded _93_94__ Download PDF.pdf,EN.601.220,Intermediate Programming,Mohammad Darvish Darab,2020,Spring,31,"[(1, 0), (2, 1), (3, 10), (4, 12), (5, 5), (0, 1)]","[(1, 0), (2, 0), (3, 4), (4, 11), (5, 13), (0, 1)]","[(1, 0), (2, 0), (3, 3), (4, 5), (5, 8), (0, 13)]","[(1, 0), (2, 0), (3, 7), (4, 16), (5, 6), (0, 1)]","[(1, 0), (2, 0), (3, 7), (4, 12), (5, 9), (0, 1)]"
EN_601_220_05_SP20 Intermediate Programming Lee_ Sing Chun 2020 Spring Computer Science 28 of 29  responded _96_55__ Download PDF.pdf,EN.601.220,Intermediate Programming,Sing Chun Lee,2020,Spring,28,"[(1, 0), (2, 0), (3, 5), (4, 11), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 6), (5, 17), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 6), (5, 10), (0, 7)]","[(1, 2), (2, 0), (3, 3), (4, 12), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 10), (5, 12), (0, 0)]"
EN_601_104_03_SP20 Computer Ethics Leschke_ Timothy 2020 Spring Computer Science 22 of 23  responded _95_65__ Download PDF.pdf,EN.601.104,Computer Ethics,Timothy Leschke,2020,Spring,22,"[(1, 0), (2, 0), (3, 6), (4, 8), (5, 6), (0, 1)]","[(1, 0), (2, 3), (3, 7), (4, 6), (5, 4), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 2), (0, 16)]","[(1, 1), (2, 4), (3, 5), (4, 4), (5, 2), (0, 5)]","[(1, 7), (2, 5), (3, 7), (4, 0), (5, 1), (0, 1)]"
EN_601_436_01_SP20 Algorithmic Game Theory Dinitz_ Michael 2020 Spring Computer Science 28 of 31  responded _90_32__ Download PDF.pdf,EN.601.436,Algorithmic Game Theory,Michael Dinitz,2020,Spring,28,"[(1, 0), (2, 0), (3, 2), (4, 3), (5, 22), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 7), (5, 18), (0, 0)]","[(1, 1), (2, 5), (3, 7), (4, 7), (5, 4), (0, 4)]","[(1, 1), (2, 2), (3, 5), (4, 14), (5, 4), (0, 1)]","[(1, 0), (2, 6), (3, 13), (4, 6), (5, 1), (0, 1)]"
EN_601_220_04_SP20 Intermediate Programming Darvish Darab_ Mohammad 2020 Spring Computer Science 26 of 33  responded _78_79__ Download PDF.pdf,EN.601.220,Intermediate Programming,Mohammad Darvish Darab,2020,Spring,26,"[(1, 0), (2, 0), (3, 5), (4, 9), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 11), (5, 13), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 3), (5, 10), (0, 8)]","[(1, 1), (2, 1), (3, 3), (4, 12), (5, 6), (0, 1)]","[(1, 0), (2, 0), (3, 3), (4, 7), (5, 13), (0, 1)]"
EN_601_402_01_SP20 Digital Health and Biomedical Informatics Lehmann_ Harold 2020 Spring Computer Science 19 of 20  responded _95_00__ Download PDF.pdf,EN.601.402,Digital Health and Biomedical Informatics,Harold Lehmann,2020,Spring,19,"[(1, 0), (2, 0), (3, 3), (4, 8), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 9), (5, 3), (0, 0)]","[(1, 0), (2, 1), (3, 5), (4, 8), (5, 5), (0, 0)]","[(1, 0), (2, 2), (3, 3), (4, 10), (5, 3), (0, 0)]","[(1, 1), (2, 5), (3, 9), (4, 3), (5, 0), (0, 0)]"
EN_601_419_01_SP20 Cloud Computing Ghorbani Khaledi_ Soudeh 2020 Spring Computer Science 30 of 31  responded _96_77__ Download PDF.pdf,EN.601.419,Cloud Computing,Soudeh Ghorbani Khaledi,2020,Spring,30,"[(1, 1), (2, 1), (3, 7), (4, 9), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 11), (5, 12), (0, 0)]","[(1, 0), (2, 2), (3, 3), (4, 7), (5, 11), (0, 5)]","[(1, 0), (2, 3), (3, 5), (4, 12), (5, 8), (0, 0)]","[(1, 0), (2, 1), (3, 10), (4, 14), (5, 3), (0, 0)]"
EN_601_456_01_SP20 Computer Integrated Surgery II Taylor_ Russell 2020 Spring Computer Science 18 of 18  responded _100_00__ Download PDF.pdf,EN.601.456,Computer Integrated Surgery II,Russell Taylor,2020,Spring,18,"[(1, 0), (2, 0), (3, 1), (4, 3), (5, 13), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 2), (5, 14), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 12), (0, 2)]","[(1, 1), (2, 0), (3, 0), (4, 3), (5, 13), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 9), (5, 7), (0, 0)]"
EN_601_229_02_SP20 Computer System Fundamentals Jin_ Xin 2020 Spring Computer Science 40 of 47  responded _85_11__ Download PDF.pdf,EN.601.229,Computer System Fundamentals,Xin Jin,2020,Spring,40,"[(1, 6), (2, 8), (3, 12), (4, 6), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 20), (5, 13), (0, 0)]","[(1, 1), (2, 1), (3, 3), (4, 8), (5, 10), (0, 14)]","[(1, 2), (2, 3), (3, 6), (4, 19), (5, 6), (0, 1)]","[(1, 0), (2, 0), (3, 8), (4, 20), (5, 9), (0, 0)]"
EN_601_475_01_SP20 Machine Learning Graff_ Philip 2020 Spring Computer Science 83 of 87  responded _95_40__ Download PDF.pdf,EN.601.475,Machine Learning,Philip Graff,2020,Spring,83,"[(1, 2), (2, 5), (3, 14), (4, 30), (5, 30), (0, 0)]","[(1, 0), (2, 0), (3, 10), (4, 18), (5, 52), (0, 0)]","[(1, 1), (2, 0), (3, 4), (4, 13), (5, 56), (0, 4)]","[(1, 2), (2, 6), (3, 8), (4, 36), (5, 25), (0, 1)]","[(1, 0), (2, 0), (3, 21), (4, 41), (5, 18), (0, 1)]"
EN_601_421_01_SP20 Object Oriented Software Engineering Madooei_ Ali 2020 Spring Computer Science 20 of 20  responded _100_00__ Download PDF.pdf,EN.601.421,Object Oriented Software Engineering,Ali Madooei,2020,Spring,20,"[(1, 1), (2, 1), (3, 3), (4, 5), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 1), (4, 4), (5, 12), (0, 0)]","[(1, 0), (2, 1), (3, 5), (4, 6), (5, 7), (0, 0)]","[(1, 2), (2, 3), (3, 3), (4, 4), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 9), (5, 3), (0, 0)]"
EN_601_104_01_SP20 Computer Ethics Leschke_ Timothy 2020 Spring Computer Science 20 of 22  responded _90_91__ Download PDF.pdf,EN.601.104,Computer Ethics,Timothy Leschke,2020,Spring,20,"[(1, 1), (2, 2), (3, 8), (4, 3), (5, 6), (0, 0)]","[(1, 3), (2, 4), (3, 8), (4, 3), (5, 2), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 1), (5, 1), (0, 16)]","[(1, 1), (2, 1), (3, 10), (4, 2), (5, 0), (0, 5)]","[(1, 8), (2, 6), (3, 5), (4, 0), (5, 0), (0, 0)]"
EN_601_421_03_SP20 Object Oriented Software Engineering Madooei_ Ali 2020 Spring Computer Science 21 of 22  responded _95_45__ Download PDF.pdf,,,,,,21
EN_601_350_01_SP20 Genomic Data Science Salzberg_ Steven 2020 Spring Computer Science 20 of 21  responded _95_24__ Download PDF.pdf,EN.601.350,Genomic Data Science,Steven Salzberg,2020,Spring,20,"[(1, 0), (2, 0), (3, 0), (4, 4), (5, 15), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 11), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 17), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 5), (5, 14), (0, 0)]","[(1, 1), (2, 4), (3, 13), (4, 0), (5, 0), (0, 0)]"
EN_601_414_02_SP20 Computer Networks Rubin_ Aviel 2020 Spring Computer Science 54 of 56  responded _96_43__ Download PDF.pdf,EN.601.414,Computer Networks,Aviel Rubin,2020,Spring,54,"[(1, 0), (2, 0), (3, 3), (4, 16), (5, 33), (0, 0)]","[(1, 1), (2, 0), (3, 7), (4, 23), (5, 21), (0, 0)]","[(1, 0), (2, 4), (3, 6), (4, 7), (5, 18), (0, 17)]","[(1, 1), (2, 5), (3, 12), (4, 17), (5, 18), (0, 0)]","[(1, 0), (2, 3), (3, 15), (4, 19), (5, 15), (0, 0)]"
